client_id,limit_bal,sex,education,marriage,age,bill_amt1,pay_amt1,default_payment
ID-010962,200000,2,3,1,24,28525.71,1835.55,0
ID-010963,300000,2,2,3,45,72938.07,13619.07,0
ID-010964,300000,1,2,2,52,3223.12,17586.49,0
ID-010965,10000,1,2,2,60,40977.18,10284.54,0
ID-010966,150000,1,1,2,33,54438.36,10783.82,0
ID-010967,200000,2,2,2,65,74535.84,5101.87,1
ID-010968,200000,1,1,2,37,49629.7,15357.53,0
ID-010969,50000,1,1,2,69,64300.42,15035.89,0
ID-010970,500000,1,1,1,57,6698.0,11767.31,0
ID-010971,300000,1,3,1,26,30875.16,4253.29,0
ID-010972,10000,1,1,2,39,29915.77,1940.36,0
ID-010973,50000,2,2,2,33,70903.06,1284.77,0
ID-010974,100000,2,1,1,46,12109.69,11853.92,0
ID-010975,20000,1,3,1,34,12150.89,16500.71,0
ID-010976,500000,1,1,2,51,26284.65,17166.61,0
ID-010977,500000,1,2,1,74,4357.28,9272.44,0
ID-010978,500000,1,3,2,24,14596.64,15685.43,0
ID-010979,200000,2,3,3,59,77216.77,18937.6,0
ID-010980,100000,1,1,1,28,34254.72,5503.4,0
ID-010981,500000,2,3,1,45,50561.54,7959.21,0
ID-010982,100000,2,2,2,33,58088.9,18629.58,0
ID-010983,150000,1,2,2,52,29356.91,6764.62,0
ID-010984,500000,2,1,2,58,11778.17,18277.53,0
ID-010985,20000,2,1,3,58,16526.48,19620.9,0
ID-010986,100000,2,2,1,48,25061.32,13236.21,0
ID-010987,100000,2,2,2,73,50885.47,16337.81,1
ID-010988,20000,1,2,2,50,31862.44,14990.91,0
ID-010989,500000,1,2,2,23,545.18,13990.69,0
ID-010990,20000,2,2,1,48,41872.57,6138.62,0
ID-010991,100000,1,1,2,23,73721.07,1141.89,0
ID-010992,20000,1,2,2,65,64966.21,6861.03,0
ID-010993,100000,1,1,1,74,66016.91,13338.72,0
ID-010994,100000,1,2,1,54,63604.64,2050.58,0
ID-010995,150000,1,2,2,36,25898.47,238.36,0
ID-010996,10000,2,4,1,42,61215.51,2793.85,1
ID-010997,100000,1,1,1,52,11452.91,14314.72,0
ID-010998,500000,1,1,1,58,52617.29,19455.87,0
ID-010999,50000,1,1,2,28,51325.49,19661.29,0
