customer_id,gender,senior_citizen,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-01697,Female,1,12,One year,No,Mailed check,64.88,786.96,No
CUST-01698,Female,0,2,Month-to-month,No,Credit card,97.55,193.21,Yes
CUST-01699,Male,0,7,Month-to-month,No,Electronic check,78.84,561.62,Yes
CUST-01700,Female,0,3,One year,Yes,Bank transfer,84.0,244.19,No
CUST-01701,Female,0,3,One year,Yes,Mailed check,118.57,367.05,No
CUST-01702,Male,0,27,One year,Yes,Mailed check,25.78,669.38,No
CUST-01703,Female,0,40,Month-to-month,Yes,Mailed check,40.66,1651.77,No
CUST-01704,Male,0,33,One year,No,Electronic check,59.24,1923.87,No
CUST-01705,Male,0,1,Month-to-month,Yes,Bank transfer,53.2,54.52,Yes
CUST-01706,Female,0,8,One year,Yes,Electronic check,20.43,164.25,No
CUST-01707,Female,0,32,One year,No,Electronic check,27.47,874.85,No
CUST-01708,Female,0,48,Month-to-month,No,Electronic check,86.69,4023.56,No
CUST-01709,Female,1,4,Month-to-month,No,Credit card,106.62,432.32,Yes
CUST-01710,Male,0,70,Month-to-month,Yes,Credit card,69.93,5127.5,No
CUST-01711,Female,0,19,Month-to-month,Yes,Credit card,72.44,1421.17,Yes
CUST-01712,Male,0,32,Month-to-month,Yes,Bank transfer,43.89,1342.68,No
CUST-01713,Female,0,9,Month-to-month,Yes,Electronic check,95.42,848.15,Yes
CUST-01714,Female,0,12,One year,Yes,Electronic check,93.81,1173.63,No
CUST-01715,Female,0,11,Month-to-month,Yes,Credit card,77.38,851.44,No
CUST-01716,Male,0,46,Two year,No,Electronic check,39.62,1852.07,No
CUST-01717,Female,0,16,Month-to-month,Yes,Electronic check,28.0,466.48,No
CUST-01718,Female,0,1,One year,No,Mailed check,24.71,25.63,No
CUST-01719,Female,0,63,One year,No,Electronic check,77.82,4903.55,No
CUST-01720,Female,1,21,Month-to-month,Yes,Mailed check,101.17,2111.32,Yes
CUST-01721,Male,0,30,Month-to-month,No,Electronic check,104.51,3085.04,Yes
CUST-01722,Female,0,13,One year,Yes,Bank transfer,64.84,861.38,No
CUST-01723,Male,1,34,Month-to-month,Yes,Credit card,97.07,3230.08,No
CUST-01724,Male,0,4,Two year,No,Mailed check,113.41,442.29,No
CUST-01725,Male,0,28,Month-to-month,Yes,Credit card,45.9,1266.73,No
CUST-01726,Male,0,59,Two year,No,Mailed check,58.25,3325.82,No
CUST-01727,Male,0,27,Month-to-month,Yes,Mailed check,111.86,3079.15,Yes
CUST-01728,Male,1,69,One year,Yes,Mailed check,52.24,3646.46,No
CUST-01729,Female,0,25,One year,Yes,Bank transfer,110.09,2747.54,No
CUST-01730,Male,1,3,One year,Yes,Electronic check,116.85,346.71,No
CUST-01731,Male,0,68,Month-to-month,Yes,Mailed check,84.76,5999.45,No
CUST-01732,Male,0,25,One year,No,Bank transfer,100.35,2390.62,No
CUST-01733,Female,0,20,Month-to-month,No,Mailed check,93.58,1921.97,Yes
CUST-01734,Female,0,34,One year,No,Electronic check,88.55,3131.7,No
CUST-01735,Male,0,26,Month-to-month,Yes,Mailed check,49.1,1269.75,Yes
CUST-01736,Female,1,5,Two year,No,Bank transfer,23.99,120.56,Yes
CUST-01737,Male,0,61,Month-to-month,No,Electronic check,52.73,3359.49,No
CUST-01738,Male,1,9,Two year,No,Bank transfer,85.28,745.44,Yes
CUST-01739,Female,0,50,Two year,Yes,Electronic check,28.55,1430.37,No
CUST-01740,Male,1,6,Two year,No,Electronic check,19.45,116.4,No
CUST-01741,Female,0,60,Month-to-month,No,Credit card,32.29,1890.59,No
CUST-01742,Female,0,44,Month-to-month,Yes,Credit card,90.18,4094.34,No
CUST-01743,Male,1,11,Two year,No,Credit card,116.02,1327.22,No
CUST-01744,Male,0,66,Month-to-month,Yes,Electronic check,117.05,7943.1,No
CUST-01745,Female,0,47,Month-to-month,Yes,Mailed check,67.89,3093.62,No
CUST-01746,Male,0,3,One year,Yes,Bank transfer,105.62,303.77,Yes
CUST-01747,Male,0,30,One year,Yes,Bank transfer,92.3,2798.2,No
CUST-01748,Male,1,21,Month-to-month,Yes,Bank transfer,68.6,1376.8,No
CUST-01749,Female,0,28,One year,No,Credit card,75.81,2159.37,No
CUST-01750,Female,0,62,Two year,Yes,Electronic check,32.04,1992.52,Yes
CUST-01751,Male,0,33,Month-to-month,No,Credit card,112.48,3772.26,No
CUST-01752,Female,0,35,Two year,No,Mailed check,53.62,1893.62,Yes
CUST-01753,Female,0,52,Month-to-month,Yes,Electronic check,63.09,3255.32,No
CUST-01754,Female,0,34,Month-to-month,No,Bank transfer,85.75,2828.29,No
CUST-01755,Female,0,41,Month-to-month,No,Credit card,51.81,2082.94,Yes
CUST-01756,Female,0,51,Month-to-month,No,Credit card,43.8,2239.27,No
CUST-01757,Male,0,47,Two year,No,Mailed check,81.67,3896.78,Yes
CUST-01758,Male,0,58,Month-to-month,No,Mailed check,20.76,1237.73,No
CUST-01759,Male,0,57,Month-to-month,No,Credit card,90.68,5306.85,Yes
CUST-01760,Female,0,23,Month-to-month,Yes,Mailed check,69.91,1683.94,No
CUST-01761,Female,0,48,One year,No,Bank transfer,79.13,3716.9,No
CUST-01762,Male,0,22,One year,No,Mailed check,81.75,1721.36,Yes
CUST-01763,Female,0,17,Month-to-month,Yes,Mailed check,71.22,1192.05,Yes
CUST-01764,Male,0,69,Month-to-month,Yes,Credit card,76.79,5427.42,Yes
CUST-01765,Male,0,11,Two year,No,Credit card,86.97,950.75,No
CUST-01766,Male,0,15,Month-to-month,Yes,Electronic check,93.94,1453.88,Yes
CUST-01767,Female,0,35,Month-to-month,No,Electronic check,91.36,3213.37,Yes
CUST-01768,Female,0,33,Month-to-month,Yes,Credit card,105.65,3636.29,No
CUST-01769,Male,0,16,One year,Yes,Mailed check,37.29,623.36,No
CUST-01770,Male,0,34,Month-to-month,Yes,Mailed check,58.57,1905.61,No
CUST-01771,Male,1,66,Month-to-month,Yes,Electronic check,113.5,7458.35,No
CUST-01772,Male,0,40,Month-to-month,No,Electronic check,58.11,2349.9,Yes
CUST-01773,Female,0,28,Two year,No,Electronic check,30.8,841.35,Yes
CUST-01774,Female,0,47,Month-to-month,No,Bank transfer,71.06,3308.79,No
CUST-01775,Male,0,39,One year,Yes,Bank transfer,29.25,1161.02,No
CUST-01776,Male,0,70,Month-to-month,Yes,Electronic check,38.64,2630.89,No
CUST-01777,Female,1,20,Month-to-month,No,Mailed check,118.58,2395.79,Yes
CUST-01778,Female,0,1,One year,No,Electronic check,72.66,74.09,No
CUST-01779,Male,0,72,Month-to-month,Yes,Bank transfer,46.8,3231.61,Yes
CUST-01780,Male,0,63,Two year,Yes,Mailed check,118.22,7446.02,No
CUST-01781,Male,0,67,Two year,Yes,Bank transfer,115.39,7547.96,No
CUST-01782,Female,0,4,Two year,No,Mailed check,62.54,255.77,Yes
CUST-01783,Female,0,58,Month-to-month,No,Bank transfer,44.42,2496.38,No
CUST-01784,Female,0,25,One year,Yes,Mailed check,102.51,2663.27,No
CUST-01785,Male,0,47,Month-to-month,Yes,Mailed check,90.17,4208.72,No
CUST-01786,Male,0,38,Two year,No,Mailed check,87.29,3216.85,Yes
CUST-01787,Female,0,15,One year,Yes,Mailed check,108.01,1610.11,No
CUST-01788,Female,0,63,Two year,Yes,Credit card,87.54,5464.69,No
CUST-01789,Male,0,21,Month-to-month,Yes,Bank transfer,46.77,975.19,No
CUST-01790,Female,0,57,Month-to-month,Yes,Bank transfer,87.98,5057.77,No
CUST-01791,Female,0,53,Month-to-month,Yes,Credit card,48.98,2601.44,Yes
CUST-01792,Male,0,46,One year,No,Mailed check,94.55,4196.98,Yes
CUST-01793,Female,0,14,Month-to-month,No,Mailed check,80.53,1078.44,No
CUST-01794,Male,0,17,Month-to-month,No,Bank transfer,26.03,452.66,Yes
CUST-01795,Male,0,39,One year,No,Credit card,69.79,2738.06,No
CUST-01796,Male,0,9,One year,Yes,Mailed check,52.75,468.06,No
CUST-01797,Male,0,6,Month-to-month,No,Mailed check,51.27,317.11,No
CUST-01798,Male,0,23,One year,Yes,Mailed check,78.78,1791.66,Yes
CUST-01799,Male,0,59,Month-to-month,No,Electronic check,50.64,3076.19,No
CUST-01800,Male,0,46,Month-to-month,No,Credit card,96.33,4345.11,No
CUST-01801,Female,1,38,Month-to-month,Yes,Mailed check,25.36,922.52,Yes
CUST-01802,Male,0,14,Month-to-month,Yes,Electronic check,84.62,1235.93,No
CUST-01803,Male,0,72,Month-to-month,Yes,Credit card,99.57,7093.44,No
CUST-01804,Female,0,62,One year,Yes,Mailed check,85.87,5479.77,No
CUST-01805,Female,1,35,Month-to-month,Yes,Bank transfer,68.22,2334.97,No
CUST-01806,Female,0,19,Month-to-month,No,Electronic check,113.76,2193.08,Yes
CUST-01807,Male,0,30,Two year,No,Electronic check,48.39,1505.89,No
CUST-01808,Female,0,25,Month-to-month,Yes,Mailed check,20.18,481.38,No
CUST-01809,Male,0,40,Month-to-month,Yes,Mailed check,61.66,2547.95,No
CUST-01810,Male,0,14,One year,Yes,Electronic check,21.57,304.13,No
CUST-01811,Male,1,26,Two year,No,Bank transfer,114.12,2999.01,No
CUST-01812,Male,0,22,One year,Yes,Bank transfer,39.35,867.7,No
CUST-01813,Female,0,48,One year,Yes,Credit card,97.54,4857.25,No
CUST-01814,Female,0,51,Two year,Yes,Mailed check,96.09,4676.85,No
CUST-01815,Male,0,3,Month-to-month,Yes,Bank transfer,40.13,117.51,No
CUST-01816,Male,0,42,Two year,Yes,Credit card,80.68,3515.89,No
CUST-01817,Male,0,19,Month-to-month,No,Bank transfer,23.08,449.59,No
CUST-01818,Female,0,28,Two year,Yes,Mailed check,66.85,1781.51,No
CUST-01819,Male,0,45,Month-to-month,No,Credit card,19.72,888.91,No
CUST-01820,Male,0,71,One year,Yes,Credit card,110.82,7891.49,No
CUST-01821,Female,0,63,Month-to-month,No,Credit card,116.35,7257.4,Yes
CUST-01822,Female,1,19,One year,No,Bank transfer,40.59,755.58,Yes
CUST-01823,Male,0,47,Month-to-month,Yes,Mailed check,39.16,1873.97,No
CUST-01824,Female,1,14,Two year,Yes,Credit card,94.0,1277.55,No
CUST-01825,Female,0,38,Two year,Yes,Electronic check,43.71,1710.63,No
CUST-01826,Male,0,53,Month-to-month,No,Mailed check,108.21,5908.93,No
CUST-01827,Female,0,61,Two year,Yes,Electronic check,75.93,4592.48,Yes
CUST-01828,Male,0,36,One year,No,Electronic check,53.5,1884.31,No
CUST-01829,Female,0,40,One year,Yes,Credit card,101.94,3989.47,No
CUST-01830,Male,0,30,Month-to-month,No,Credit card,67.84,2031.6,Yes
CUST-01831,Male,0,9,Month-to-month,No,Bank transfer,109.87,1010.54,Yes
CUST-01832,Male,0,64,Month-to-month,No,Bank transfer,111.52,7036.55,No
CUST-01833,Female,1,33,Month-to-month,Yes,Bank transfer,34.87,1163.37,No
CUST-01834,Male,1,52,Two year,Yes,Mailed check,18.48,949.67,No
CUST-01835,Female,0,14,Month-to-month,No,Bank transfer,117.14,1607.9,No
CUST-01836,Male,0,53,Two year,Yes,Electronic check,109.32,5518.67,Yes
CUST-01837,Male,0,59,Month-to-month,Yes,Bank transfer,23.82,1335.66,Yes
CUST-01838,Female,0,41,Month-to-month,Yes,Credit card,101.97,4066.72,No
CUST-01839,Male,0,68,One year,Yes,Bank transfer,64.26,4328.78,No
CUST-01840,Male,0,68,Two year,Yes,Mailed check,44.28,3116.81,No
CUST-01841,Female,0,8,Month-to-month,Yes,Mailed check,106.56,877.93,Yes
CUST-01842,Male,1,2,Month-to-month,Yes,Electronic check,38.02,74.27,Yes
CUST-01843,Male,0,41,Month-to-month,No,Mailed check,113.45,4532.62,No
CUST-01844,Male,0,55,Month-to-month,No,Bank transfer,38.91,2081.7,Yes
CUST-01845,Male,0,16,Month-to-month,No,Credit card,79.93,1258.32,Yes
CUST-01846,Female,0,62,Month-to-month,No,Mailed check,40.67,2521.09,No
CUST-01847,Female,0,48,Month-to-month,Yes,Electronic check,73.09,3486.8,No
CUST-01848,Male,1,30,One year,Yes,Bank transfer,86.99,2536.18,Yes
CUST-01849,Female,0,12,Month-to-month,Yes,Electronic check,37.37,431.87,No
CUST-01850,Male,1,35,Month-to-month,Yes,Mailed check,70.6,2350.56,Yes
CUST-01851,Female,0,11,Month-to-month,No,Mailed check,65.39,694.4,Yes
CUST-01852,Male,0,64,One year,Yes,Electronic check,25.39,1658.33,No
CUST-01853,Male,0,50,Two year,Yes,Bank transfer,100.49,4895.69,Yes
CUST-01854,Male,0,21,Month-to-month,Yes,Mailed check,51.99,1088.36,No
CUST-01855,Male,1,69,One year,Yes,Credit card,76.0,5291.88,Yes
CUST-01856,Male,1,48,Month-to-month,No,Mailed check,69.99,3489.48,No
CUST-01857,Male,0,20,Month-to-month,Yes,Bank transfer,69.83,1450.91,Yes
CUST-01858,Female,0,67,Month-to-month,No,Mailed check,29.03,1992.81,Yes
CUST-01859,Male,0,44,Month-to-month,Yes,Electronic check,60.81,2551.26,No
CUST-01860,Female,1,33,One year,Yes,Mailed check,63.71,2118.21,No
CUST-01861,Male,0,61,Two year,No,Mailed check,91.98,5771.58,Yes
CUST-01862,Female,0,9,Month-to-month,Yes,Bank transfer,102.67,879.43,Yes
CUST-01863,Female,0,68,One year,No,Electronic check,73.02,4990.03,No
CUST-01864,Female,0,35,One year,No,Bank transfer,26.97,977.72,No
CUST-01865,Male,0,65,Month-to-month,No,Mailed check,42.05,2726.17,No
CUST-01866,Male,0,8,Month-to-month,No,Credit card,34.83,264.82,Yes
CUST-01867,Female,1,45,Month-to-month,Yes,Mailed check,30.77,1316.94,No
CUST-01868,Male,0,47,Month-to-month,No,Bank transfer,55.02,2564.38,No
CUST-01869,Female,0,40,Month-to-month,Yes,Credit card,41.3,1595.01,No
CUST-01870,Male,1,54,Month-to-month,No,Bank transfer,40.19,2205.95,No
CUST-01871,Female,0,46,Month-to-month,No,Bank transfer,23.75,1115.31,No
CUST-01872,Female,1,47,One year,No,Electronic check,20.03,911.09,No
CUST-01873,Male,0,15,One year,No,Credit card,28.58,445.36,No
CUST-01874,Female,0,19,Two year,Yes,Mailed check,35.56,671.72,No
CUST-01875,Male,1,26,Month-to-month,No,Bank transfer,61.56,1543.4,Yes
CUST-01876,Female,0,52,One year,No,Mailed check,69.56,3712.7,No
CUST-01877,Female,0,22,Two year,No,Electronic check,32.38,733.02,Yes
CUST-01878,Male,0,21,One year,No,Electronic check,60.94,1297.57,No
CUST-01879,Male,0,51,Month-to-month,Yes,Credit card,52.6,2777.42,No
CUST-01880,Male,0,38,One year,Yes,Electronic check,36.68,1426.93,No
CUST-01881,Female,0,20,Month-to-month,Yes,Electronic check,18.94,393.28,No
CUST-01882,Male,1,29,Month-to-month,No,Mailed check,65.19,1878.01,Yes
CUST-01883,Female,0,51,Month-to-month,Yes,Electronic check,87.16,4555.22,Yes
CUST-01884,Female,0,4,One year,Yes,Electronic check,40.99,172.15,No
CUST-01885,Male,0,55,Month-to-month,Yes,Bank transfer,31.5,1771.47,Yes
CUST-01886,Male,0,71,Two year,No,Electronic check,107.4,7331.2,No
CUST-01887,Female,0,28,One year,Yes,Bank transfer,45.89,1287.27,No
CUST-01888,Female,1,4,Month-to-month,Yes,Electronic check,40.72,164.3,No
CUST-01889,Male,0,22,Two year,Yes,Electronic check,104.39,2221.76,No
CUST-01890,Male,0,45,Month-to-month,Yes,Credit card,100.37,4725.72,No
CUST-01891,Male,0,67,Two year,Yes,Credit card,63.31,4104.16,No
CUST-01892,Male,0,66,Month-to-month,Yes,Bank transfer,67.42,4306.24,No
CUST-01893,Male,0,34,Month-to-month,Yes,Electronic check,40.13,1421.07,No
CUST-01894,Female,0,55,One year,No,Mailed check,26.12,1431.6,No
CUST-01895,Female,0,1,One year,No,Credit card,75.88,72.57,Yes
CUST-01896,Female,0,72,One year,Yes,Mailed check,28.13,2045.25,No
CUST-01897,Female,0,38,Two year,No,Credit card,63.4,2433.73,No
CUST-01898,Male,0,6,One year,Yes,Credit card,112.77,647.15,No
CUST-01899,Male,0,25,One year,No,Electronic check,114.01,2984.93,No
CUST-01900,Male,0,17,Two year,No,Credit card,42.3,722.27,No
CUST-01901,Female,0,61,One year,Yes,Mailed check,80.97,4968.7,No
CUST-01902,Female,0,12,Month-to-month,Yes,Credit card,65.89,792.27,No
CUST-01903,Male,0,6,Two year,Yes,Bank transfer,106.26,644.62,No
CUST-01904,Male,0,27,Month-to-month,Yes,Electronic check,45.53,1200.34,No
CUST-01905,Female,0,8,One year,No,Electronic check,18.62,145.79,No
CUST-01906,Female,1,65,Two year,Yes,Bank transfer,34.59,2250.9,No
CUST-01907,Male,0,57,One year,Yes,Bank transfer,53.38,3135.97,No
CUST-01908,Male,0,40,One year,Yes,Bank transfer,49.98,1909.21,No
CUST-01909,Female,1,14,One year,Yes,Credit card,97.78,1383.08,No
CUST-01910,Male,0,35,Month-to-month,Yes,Electronic check,86.65,3125.79,Yes
CUST-01911,Male,0,48,Two year,Yes,Bank transfer,48.36,2241.64,No
CUST-01912,Male,0,56,Month-to-month,No,Credit card,64.25,3423.51,No
CUST-01913,Female,0,49,Month-to-month,Yes,Bank transfer,27.85,1339.09,No
CUST-01914,Female,0,13,Month-to-month,Yes,Mailed check,108.51,1423.06,Yes
CUST-01915,Female,1,61,Month-to-month,No,Mailed check,112.26,6600.16,No
CUST-01916,Female,0,49,Month-to-month,Yes,Electronic check,116.72,5677.03,No
CUST-01917,Female,0,46,Two year,No,Credit card,105.54,4880.24,No
CUST-01918,Female,0,62,Month-to-month,No,Mailed check,35.73,2237.17,No
CUST-01919,Female,1,8,Month-to-month,Yes,Mailed check,22.89,178.99,Yes
CUST-01920,Male,0,43,Month-to-month,Yes,Credit card,76.5,3256.61,Yes
CUST-01921,Male,0,20,Month-to-month,Yes,Bank transfer,109.97,2260.62,Yes
CUST-01922,Male,0,39,One year,Yes,Credit card,36.07,1468.8,No
CUST-01923,Male,0,49,Month-to-month,Yes,Bank transfer,18.96,962.66,No
CUST-01924,Male,1,64,Month-to-month,Yes,Mailed check,99.2,6389.61,No
CUST-01925,Male,1,62,Month-to-month,Yes,Mailed check,25.97,1595.7,No
CUST-01926,Male,0,54,Month-to-month,Yes,Mailed check,59.83,3176.85,No
CUST-01927,Female,1,9,Month-to-month,No,Electronic check,86.48,749.13,No
CUST-01928,Female,0,37,Month-to-month,Yes,Electronic check,42.05,1494.64,No
CUST-01929,Male,1,49,One year,Yes,Electronic check,26.69,1332.44,No
CUST-01930,Male,0,41,Two year,Yes,Credit card,95.64,3827.05,No
CUST-01931,Female,0,17,Month-to-month,No,Mailed check,81.58,1352.84,Yes
CUST-01932,Male,0,21,Two year,Yes,Mailed check,117.59,2592.41,No
CUST-01933,Male,0,51,Month-to-month,No,Credit card,52.85,2611.24,No
CUST-01934,Female,0,59,Month-to-month,Yes,Electronic check,24.46,1392.35,Yes
CUST-01935,Male,0,39,Two year,No,Credit card,92.05,3445.88,No
CUST-01936,Female,0,55,Month-to-month,Yes,Electronic check,70.68,3918.42,No
CUST-01937,Male,0,41,Two year,Yes,Mailed check,39.68,1647.68,No
CUST-01938,Female,0,39,Month-to-month,Yes,Bank transfer,96.81,3724.71,No
CUST-01939,Female,0,13,Month-to-month,Yes,Electronic check,38.73,505.27,Yes
CUST-01940,Female,1,64,Month-to-month,Yes,Mailed check,44.45,2926.84,No
CUST-01941,Male,0,11,One year,Yes,Mailed check,27.55,312.69,No
CUST-01942,Female,0,19,One year,No,Bank transfer,58.39,1160.21,No
CUST-01943,Male,0,11,One year,No,Mailed check,60.35,685.38,No
CUST-01944,Male,1,46,Month-to-month,Yes,Mailed check,69.96,3239.03,No
CUST-01945,Male,0,45,Month-to-month,Yes,Electronic check,89.5,3898.48,Yes
CUST-01946,Male,0,1,Month-to-month,Yes,Electronic check,109.31,104.94,Yes
CUST-01947,Female,0,40,Month-to-month,No,Bank transfer,32.09,1226.42,No
CUST-01948,Female,1,19,Two year,Yes,Bank transfer,23.71,457.99,No
CUST-01949,Male,0,72,Month-to-month,No,Mailed check,20.11,1492.45,No
CUST-01950,Male,0,72,Two year,Yes,Electronic check,32.68,2355.0,No
CUST-01951,Female,0,61,Two year,Yes,Bank transfer,84.37,4917.4,No
CUST-01952,Male,1,12,Month-to-month,No,Bank transfer,91.36,1100.21,No
CUST-01953,Female,0,61,One year,No,Credit card,97.29,6193.29,No
CUST-01954,Male,0,33,Month-to-month,Yes,Bank transfer,42.74,1424.19,Yes
CUST-01955,Male,1,45,Month-to-month,Yes,Mailed check,48.99,2272.76,No
CUST-01956,Female,0,69,Month-to-month,No,Electronic check,66.81,4748.26,No
CUST-01957,Male,0,8,One year,Yes,Bank transfer,24.6,205.3,No
CUST-01958,Female,0,25,Month-to-month,No,Credit card,79.67,2045.57,No
CUST-01959,Male,0,46,Month-to-month,Yes,Electronic check,117.12,5520.97,No
CUST-01960,Male,0,30,Month-to-month,No,Bank transfer,54.51,1591.82,No
CUST-01961,Male,0,47,Month-to-month,No,Credit card,93.91,4219.53,No
CUST-01962,Female,0,49,One year,Yes,Bank transfer,68.5,3362.41,No
CUST-01963,Male,0,47,One year,No,Electronic check,31.1,1406.8,No
CUST-01964,Male,1,18,Month-to-month,Yes,Electronic check,76.76,1445.54,Yes
CUST-01965,Male,0,66,Month-to-month,Yes,Electronic check,48.39,3126.65,No
CUST-01966,Male,1,68,One year,Yes,Mailed check,21.71,1528.38,No
CUST-01967,Female,0,33,Month-to-month,Yes,Bank transfer,82.06,2677.55,No
CUST-01968,Female,1,36,One year,No,Mailed check,104.57,3697.96,Yes
CUST-01969,Male,0,19,Month-to-month,Yes,Electronic check,52.9,1048.84,No
CUST-01970,Female,0,28,Month-to-month,Yes,Credit card,57.47,1587.17,No
CUST-01971,Male,0,40,Month-to-month,Yes,Bank transfer,107.8,4264.69,Yes
CUST-01972,Male,1,15,Month-to-month,Yes,Mailed check,100.02,1441.2,No
CUST-01973,Male,0,41,One year,Yes,Bank transfer,90.1,3757.06,No
CUST-01974,Female,0,39,Month-to-month,No,Credit card,43.25,1651.13,No
CUST-01975,Female,0,2,One year,No,Mailed check,109.73,221.34,No
CUST-01976,Female,0,63,Two year,No,Electronic check,33.77,2146.95,No
CUST-01977,Female,0,29,Month-to-month,Yes,Mailed check,81.24,2407.6,No
CUST-01978,Female,0,66,One year,Yes,Bank transfer,21.14,1429.46,No
CUST-01979,Female,0,51,Month-to-month,Yes,Bank transfer,82.94,4236.05,No
CUST-01980,Female,0,10,Month-to-month,Yes,Bank transfer,46.1,453.21,No
CUST-01981,Female,0,14,One year,Yes,Bank transfer,63.44,918.13,No
CUST-01982,Female,0,51,Month-to-month,Yes,Electronic check,52.95,2649.11,No
CUST-01983,Male,0,39,One year,Yes,Mailed check,35.61,1389.83,Yes
CUST-01984,Female,0,28,Month-to-month,No,Electronic check,80.76,2238.95,No
CUST-01985,Female,0,3,One year,Yes,Electronic check,106.89,332.06,Yes
CUST-01986,Female,0,70,Two year,Yes,Electronic check,114.64,7970.17,No
CUST-01987,Female,0,27,Two year,Yes,Bank transfer,37.58,1003.1,No
CUST-01988,Female,0,2,One year,Yes,Bank transfer,90.35,184.13,No
CUST-01989,Female,0,38,One year,No,Bank transfer,85.02,3263.86,No
CUST-01990,Female,0,3,One year,Yes,Mailed check,52.76,152.06,Yes
CUST-01991,Female,0,16,One year,Yes,Credit card,20.17,322.98,No
CUST-01992,Female,0,40,Month-to-month,Yes,Bank transfer,87.57,3585.28,No
CUST-01993,Female,0,2,Month-to-month,Yes,Mailed check,113.27,237.69,No
CUST-01994,Female,0,41,Month-to-month,Yes,Bank transfer,81.78,3396.28,No
CUST-01995,Male,0,12,Two year,No,Bank transfer,62.0,734.35,No
CUST-01996,Male,0,35,Month-to-month,No,Electronic check,71.03,2417.97,Yes
CUST-01997,Female,0,65,Month-to-month,No,Electronic check,38.31,2582.99,Yes
CUST-01998,Female,0,55,Month-to-month,Yes,Electronic check,93.68,5314.48,No
CUST-01999,Male,1,45,One year,No,Mailed check,93.27,4085.47,No
