longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,target
-114.3313,34.3562,37,5983,1010,3253,897,5.5274,211450.26
-119.278,40.8371,1,2641,835,3381,1071,11.3236,500000.0
-118.3461,38.5706,15,616,206,2222,687,13.4559,500000.0
-123.6292,35.1875,37,3985,1116,3203,899,11.4734,500000.0
-116.8004,40.1699,13,1621,277,3404,999,5.314,232237.66
-122.2009,40.5969,40,4767,1098,1756,479,11.2944,480028.14
-115.3195,40.4572,8,1250,370,2156,1021,2.7037,177270.71
-122.2486,41.1379,5,4459,1364,1617,463,2.3896,185147.62
-122.3931,34.8711,9,2904,504,2258,610,5.5116,267094.04
-123.9345,39.5974,1,2945,442,2381,926,12.2117,500000.0
-119.5793,36.8291,36,1286,376,2203,671,4.072,216171.39
-118.6516,40.4148,35,186,41,1178,448,1.4172,101911.44
-123.6429,39.3478,2,1079,217,3560,909,2.4098,138650.35
-116.5447,39.7986,40,2206,337,277,134,12.9518,500000.0
-119.7671,38.6679,23,2644,682,3821,1209,9.6899,481507.11
-119.0561,34.1678,9,711,228,3703,1587,4.1714,179146.35
-119.8924,37.6233,34,2522,861,2415,705,8.5518,362480.2
-120.2924,41.7559,46,2727,718,1537,654,8.1499,367448.67
-118.7036,41.3114,14,2358,596,851,344,10.0038,423255.28
-122.7476,32.9058,4,136,23,1672,559,3.8812,149825.89
-122.4807,34.0493,30,2562,666,1955,510,13.0338,500000.0
-115.6821,33.7383,31,2992,676,2971,1226,4.9858,182028.35
-114.8388,39.3242,38,2823,766,521,228,10.5649,455639.52
-120.5669,40.1872,11,2554,582,1129,321,0.7338,109390.33
-121.5926,34.507,35,5454,1080,2722,907,5.9035,303910.99
-117.86,37.255,8,3360,568,2110,552,5.5998,275174.52
-120.2127,40.4026,3,1750,373,3561,1553,8.3805,359546.81
-124.0461,39.3883,14,3720,630,1091,331,1.5547,134104.03
-122.7385,37.597,13,2750,510,2791,1132,11.9569,500000.0
-117.1403,38.0493,45,3679,1278,3070,1327,3.6578,200184.98
-117.7108,37.2786,32,4640,1108,2210,656,10.317,474107.53
-124.029,35.297,34,1697,435,278,87,12.1466,500000.0
-122.0803,37.8112,45,5214,1693,220,63,8.6472,380248.44
-121.9893,38.9755,19,5570,1945,344,131,11.2428,500000.0
-117.5811,40.7092,38,3368,898,238,82,10.097,462466.2
-124.1029,38.4811,16,3737,1168,475,169,5.6552,278531.73
-123.2589,39.6545,2,646,139,1026,259,12.2284,500000.0
-116.3008,34.0047,40,4595,970,1152,446,4.7732,220669.15
-122.5146,36.8386,17,534,123,2755,1064,8.7826,383884.87
-117.7725,32.5877,34,695,198,968,357,11.3083,500000.0
-121.9182,34.8188,42,3139,899,3303,1056,5.9949,261469.58
-123.3056,39.3287,16,5775,1230,548,219,4.8901,264145.82
-121.8683,41.823,38,4807,849,1871,488,7.1605,327771.85
-117.0773,33.4323,2,4903,1356,2859,1129,12.3605,500000.0
-115.743,36.274,2,4434,779,915,241,13.9839,500000.0
-115.9978,40.0207,26,770,205,875,396,8.4037,378092.17
-120.3282,34.4179,13,4783,1381,3829,1156,10.0913,498397.82
-117.6191,37.7178,47,548,159,1908,500,13.5975,500000.0
-122.2502,39.3909,31,4779,1437,2168,927,1.9289,162572.23
-121.3685,38.2903,34,1723,559,2345,596,3.8651,168672.9
-115.3366,34.2674,39,3117,779,195,67,10.7791,496477.82
-124.17,35.8406,3,164,49,1691,435,12.4443,500000.0
-123.4449,39.8676,8,3029,829,3896,1162,12.9269,500000.0
-122.2211,37.7097,23,4819,903,1369,526,6.5191,313800.51
-124.0347,32.5492,14,1786,277,2679,1127,1.7954,80062.64
-122.4856,39.6533,27,5403,1118,519,199,6.8478,357515.68
-118.4696,32.8319,29,3661,874,3627,1659,3.8457,227583.67
-120.0858,39.5099,39,2303,630,242,106,4.7223,273817.88
-115.3733,34.4033,39,2344,750,1141,516,11.6979,500000.0
-116.1256,41.5059,1,3680,696,2591,910,1.5951,145248.09
-120.8818,35.9586,17,196,34,3938,1097,12.4999,500000.0
-121.7058,35.5732,41,4032,1382,101,44,6.7012,295091.25
-120.5031,33.8995,30,3503,601,2979,1318,9.1429,391052.05
-118.3971,35.3727,13,4557,1120,2460,748,1.8,116598.44
-121.6194,40.7405,21,5833,1558,1870,781,5.3917,273854.14
-118.0585,41.8655,19,2460,635,3014,1373,1.8007,98711.37
-120.2059,35.9621,19,5678,949,2571,1102,14.4424,500000.0
-118.7795,36.7169,25,186,30,1919,499,12.2053,500000.0
-119.9387,39.2875,22,3410,583,2618,719,7.1647,339747.6
-121.3553,40.8302,31,3055,816,1836,678,3.7422,208663.95
-114.8155,38.0746,17,3602,932,1504,454,14.0351,500000.0
-116.6639,36.1803,23,68,13,1917,624,5.4967,240217.04
-122.8989,36.3786,32,2292,636,3419,1019,2.8343,167398.68
-115.6153,39.0388,10,5147,1616,3556,1057,8.6659,421152.87
-119.4257,32.5303,10,498,79,3817,1172,14.1847,500000.0
-115.3545,38.3241,36,1998,499,2788,1101,0.5555,103257.79
-116.3014,35.8416,8,995,286,3319,1597,3.9528,188344.63
-120.0479,39.9655,20,5523,1107,3249,1116,14.1075,500000.0
-124.0753,33.3741,32,5668,1199,2629,695,2.9807,149173.81
-121.6132,38.0291,50,4286,1169,2057,655,2.142,194323.36
-118.8837,37.0211,14,1970,649,1484,405,8.7677,379968.88
-117.9652,38.5379,50,3027,944,889,223,12.9967,500000.0
-121.7211,33.1096,28,4238,1130,3186,1369,7.4181,321296.79
-122.9064,37.9518,46,4065,1203,3815,1128,14.9212,500000.0
-115.9507,37.778,24,288,64,290,87,10.348,499731.99
-114.456,37.7702,15,254,71,3490,881,1.5741,82202.88
-119.0431,38.1728,22,2657,646,585,147,14.8961,500000.0
-122.5832,38.8588,30,5602,1053,1457,432,6.4145,319431.73
-121.5769,40.0669,4,4390,1275,3552,1428,4.6673,285913.38
-124.1161,35.0363,13,4977,1300,132,37,8.5892,424041.34
-115.157,40.2555,23,3438,762,1031,466,4.9125,265901.2
-123.1225,37.1836,8,3022,1004,3952,1110,1.7536,88470.59
-118.5348,33.2243,18,4440,685,3818,999,0.5207,69842.42
-121.5594,33.0504,12,2737,583,1000,362,7.019,374324.29
-118.7582,35.6418,31,5001,807,3949,1211,12.6345,500000.0
-117.7858,39.878,14,4216,1279,660,231,8.7986,420188.96
-116.0026,39.1522,34,5438,1579,623,217,14.9885,500000.0
-122.2358,39.913,18,1398,302,2383,909,4.6593,218234.69
-124.19,37.3623,34,4450,1269,1038,295,4.5666,271605.18
-122.9311,36.6379,11,5176,1186,3655,944,2.8164,144557.12
-115.2998,33.8861,41,5483,1652,508,131,2.8789,193583.37
-115.5611,35.585,12,866,209,3333,1419,4.6352,239071.34
-118.3259,36.5798,49,5272,1226,2223,593,11.9962,500000.0
-118.2948,33.3328,15,870,293,3534,1017,13.6335,500000.0
-117.6496,34.5738,31,242,48,1572,627,14.6388,500000.0
-122.5463,38.1233,49,1826,318,2522,1182,3.8682,177298.87
-115.1559,39.4152,29,3695,986,2651,1045,13.2788,500000.0
-120.1123,41.8845,26,4674,1607,2707,708,5.2597,257796.69
-120.4686,41.2713,18,300,68,2034,623,2.1362,182175.71
-119.1108,38.5401,32,1838,299,1616,469,13.1154,500000.0
-123.8303,36.4597,22,3750,817,3279,1304,9.7235,429402.14
-122.6372,38.4801,38,2513,631,2209,642,2.8886,188309.98
-116.9197,39.8851,17,5549,1012,2499,1215,6.7326,357265.88
-123.472,33.6124,23,1217,343,3880,1411,4.6652,181567.71
-118.2685,36.3531,24,3943,1378,171,53,11.1835,474020.86
-121.8465,40.3941,50,1146,275,322,140,7.0745,310247.39
-120.407,36.108,8,2729,603,1367,375,14.8446,500000.0
-121.4131,37.8756,41,1897,437,447,181,1.2938,153452.9
-120.7433,38.025,6,3954,684,2568,777,5.6477,317344.97
-117.1095,34.2341,5,554,181,1034,368,7.4876,349374.01
-121.3288,35.905,44,1671,389,1280,401,7.7954,337889.8
-118.636,35.6444,29,2522,574,1183,534,5.0811,233364.09
-119.5395,32.7462,28,2596,732,3561,1751,11.074,433019.04
-117.6633,32.7274,11,1437,343,1351,354,13.1838,500000.0
-114.9317,40.318,1,3044,851,3689,1453,14.1114,500000.0
-116.9743,35.0669,43,3866,627,1960,539,12.1739,500000.0
-122.1506,37.3699,19,5368,1679,2666,667,12.8334,500000.0
-123.9882,35.308,9,767,259,1555,642,8.4829,415890.97
-121.6774,41.3424,27,3534,989,3924,1551,12.4754,500000.0
-118.3492,34.9374,34,4484,1529,3235,973,4.9008,270180.64
-123.7857,36.5388,44,708,128,1966,500,6.2779,239900.67
-119.3363,40.7037,4,5107,1254,2994,781,5.0952,223097.66
-118.3316,40.4142,36,4058,1097,869,289,7.2771,378851.83
-120.9576,34.2494,18,4574,1218,2950,822,4.6409,190127.05
-116.5909,40.0448,15,5044,1162,3598,1584,14.4434,500000.0
-123.234,36.807,51,4284,932,2807,710,5.0362,236336.93
-123.5486,37.0399,13,3814,669,2006,511,1.9216,125629.47
-117.0181,33.7547,19,3039,694,2418,1039,8.1388,390680.52
-119.3451,33.2577,49,4687,856,228,88,1.3279,81723.23
-117.416,39.3426,6,2154,639,946,430,2.1029,153758.06
-119.9517,37.1667,48,1305,250,2316,911,3.6811,184003.66
-121.836,36.6064,12,2532,409,2886,795,7.2331,408945.97
-116.109,39.3574,51,433,113,2022,734,6.7821,256386.72
-116.3058,39.6958,37,2657,715,1601,735,12.0955,500000.0
-117.353,33.9937,17,243,79,541,202,11.2224,500000.0
-121.5785,38.2361,23,3857,1024,110,28,6.6816,317356.92
-118.3977,33.7723,26,3769,826,1127,346,5.3387,229280.75
-120.6903,39.5629,29,2631,817,1753,619,5.0888,289920.08
-123.3842,38.6754,33,2615,675,2635,1129,11.7229,500000.0
-115.1269,41.4922,27,2813,467,2945,741,1.255,62758.1
-122.9318,33.1482,25,2848,750,3085,847,0.6859,92336.04
-114.7976,33.0363,10,2389,792,114,44,12.0354,500000.0
-119.8399,35.1526,47,3456,792,3733,1744,7.4186,339434.52
